case_id,source,sample_id,stock_code,short_name,field_id,metric_name_cn,candidate_value,candidate_unit,candidate_source_page,value_extraction_method,llm_decision,llm_confidence,negative_category,do_not_write_rule,auto_gate_policy,reason,evidence_snippet,alias_suggestion
NEG0324,deepseek_priority_review_top500,R113,,,S_Q_009,因工死亡人数,6,人,69;134,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据仅涉及应急演练和安全活动，未提及因工死亡人数，候选值6人无依据。,"2025年度环境、社会和公司治理报告 2025年度环境、社会和公司治理报告 ● 应急响应 安全月系列活动 公司制定《生产安全事故应急预案》《安全应急预案》,针对火灾爆炸、固废处理等各类突发安全事件编 2025年6-7月,公司围绕“人人讲安全、个个会应急——查找身边安全隐患”主题,开展安全月系列 制专项应急预案,明确应急组织机构、处置流程、职责分工等内容。 活动。活动设三大模块： ● “人人讲安全”观看安全视频学习安全法律法规,并新增趣味活动提升参与度； 公司定期组织开展应急演练,强化员工应急响应与自救互救能力,通过完善预案执行细节,确保突发事件 ● “个个会应急”通过实战竞赛强化应急能力； 能够快速响应、高效处置。报告期内,公司及各",
NEG0325,deepseek_priority_review_top500,R113,,,S_Q_011,研发投入金额,100,万元,5;6,text_rule,modify,1.0,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,"证据明确显示研发投入（合并报表）为145,007.83万元，候选值100万元明显错误。","化碳当量） 气候变化 C 30 220,331.04 AA Wind ESG评级 2025年Wind ESG100强（大市值） 无害废弃物循环利用率（%） 温室气体排放强度（吨二氧化碳当量/百万元营收） 华证 ESG评级 AAA 100 7.75 中证指数 ESG评级 AA 废弃物合规处置率（%） 100 外部组织与倡议 产业价值 公司积极对标国际可持续发展理念与行业最佳实践,在经营管理与供应链管理中参考多项国际倡议和 行业标准。公司将可持续发展目标对齐联合国可持续发展目标﹙SDGs﹚；气候变化方面,我们关注并参 研发投入（合并报表）（万元） 产品合格率（%） 考SBTi的科学减碳方法,并依据TCFD框架进行气候信息披露；在供应链责任管理方面,我们遵循RBA 145,007.83 99.76 的负责任商业行为准则,参考RMI推动负责任的矿产管理；在原材料采购方面,我们按照FSC的森林认 研发投入占主营业务收入比例（合并报表）（%） 授权专利累计数（件） 证体系理念,开展木材来源追溯与合规管理,促进负责任的资源利用与生态保护。 5.10 2,099 公司深度参与国内外标准化技术委员会及行业协会,持续关注电子制造领域在产品质量、",
NEG0326,deepseek_priority_review_top500,R115,,,S_Q_009,因工死亡人数,11,名,45;86,text_rule,reject,0.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,证据文本为消防演习及隐患排查案例，未提及任何因工死亡人数或相关统计数据，不支持候选值11名。,"珠海珠免集团股份有限公司 2025年度环境、社会和公司治理（ESG）报告 关爱员工,筑梦同行 安全生产管理 消防演习暨反恐防暴演练 风险管理 2025年11月,公司在扬名广场组织开展2025下半年消防实战演习暨反恐防暴演练活动。本次活动紧扣 为预防和减少生产安全事故,公司制定《安全生产风险辨识、分级管控制度》,持续推进风险辨别、风险评 2025年消防宣传月“全民消防 生命至上—安全用火用电”主题,以实战化演练全面检验并提升公司应急 估、风险分级管控工作,将风险控制在可接受范围内,为员工的安全生产提供有效保障。 处置与风险防控能力,为企业高质量发展筑牢坚实的安全屏障。 隐患排查 公司坚持“持续排查、分工 隐患详情 整改前 整改后 负责、全面整改、闭合管 理”原则,制定《隐患排查 格力地产物 治理制度》,明确生产经 业个别电箱 营单位是隐患排查治理的 无 “ 当 心 触",
NEG0327,deepseek_priority_review_top500,R115,,,S_Q_012,研发人员数量,60.55,人,39;74,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据文本中60.55%是按专业划分员工中技术人员占比，并非研发人员数量，指标口径不符。,"岁） 本科 40-50岁（含40岁,不含50岁） 本科以下 11.90%。 50岁及以上 招聘方式 按职级划分员工情况 按专业划分员工情况 实行员工自主申报与单位举荐双轨制,公司与员工达成录用意向后,按分级授权方案发起 内部选聘 58人 75人 调动程序。 800人 6.69% 8.65% 58人 92.27% 162人 6.69% 生产人员 基础岗位招聘：利用猎聘网、前程无忧等招聘平台,发布招聘信息； 18.69% 社会招聘 销售人员 管理岗位招聘：采用猎头推荐与线上招聘相结合的方式。 9人 高级管理层 47人 技术人员 1.04% 中级管理层 5.42% 财务人员 校园招聘 面向高校应届毕业生,由人力资源部组织专项招聘小组或按上级单位要求开展招聘活动。 基层员工 行政人员 525人 60.55% 73 74",
NEG0328,deepseek_priority_review_top500,R115,,,G_Q_004,女性董事人数,1300,人,8;12,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据文本显示员工总人数为867人，未直接给出女性董事人数；候选值1300人实为免税公司研发投入金额，指标与数值均不匹配。,"珠海珠免集团股份有限公司 2025年度环境、社会和公司治理（ESG）报告 走进珠免集团 数说2025 经 济 绩 效 治 理 绩 效 总资产 营业收入 归母净利润 纳税总额 党委会召开 开展党课学习 组织党建活动 144.85 33.90 -10.29 6.41 39 28 25 亿元 亿元 亿元 亿元 次 次 次 股东会召开 董事会召开 董事会女性董事占比 董事会独立董事占比 6 13 22.22% 33.33% 社 会 绩 效 次 次 免税公司研发投入 注册商标累计 产品召回事件 员工总人数 1,300 821 0 867 万元 项 件 人 环 境 绩 效 劳动合同签订率 社会保险覆盖率 福利总支出 重大环境污染事故 重大环境安全事故 温室气体排放总量 100% 100% 4,937 0 0 1,940.30 万元 次 次 吨二氧化碳当量 三废合规处置率 可再生能源消耗总量 员工培训总时长 安全教育培训场次 安全教育培训覆盖率 100% 305,023",
NEG0329,deepseek_priority_review_top500,R115,,,G_Q_010,腐败或违规案件数量,0,件,20;36,text_rule,modify,1.0,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,证据文本明确表述报告期内“未发生因不正当竞争行为导致诉讼或重大行政处罚事件”，支持腐败或违规案件数量为0，候选值单位“件”可接受，但原候选值为字符串型，修正为数值型。,"司可持续发展的基础上, 题培训、开展警示教育等方式,持续强化党员干部廉洁自律意识,推动公司廉洁发展。 制定《未来三年股东回报规划（2024年-2026年）》,明确规定在满足现金分红的条件下,优先采用现金分 红的利润分配方式,为投资者提供长期稳定的回报。 反垄断与反不正当竞争 债权人权益保护 珠免集团坚持公平竞争原则,严格遵循《中华人民共和国反不正当竞争法》《中华人民共和国反垄断法》等法 珠免集团严格遵守资本市场信用准则及相关债务融资协议约定,规范履行公开市场债务融资履约义务。截至报 律法规,坚决反对并禁止任何形式的商业贿赂、虚假宣传及行业垄断等不正当竞争行为,致力于营造诚信、公 告期末,公司无任何到期未偿付债务、逾期支付利息等违约情形,亦未发生因债务问题引发的诉讼、仲裁或强 平、有序的市场环境,切实维护消费者合法权益与行业健康发展秩序。报告期内,公司未发生因不正当竞争行 制执行事项。 为导致诉讼或重大行政处罚事件。 报告期内,公司委托第三方专业信用评级机构开展主体信用评级工作。经综合评定,公司主体信用等级 “AA+”,评级展望“稳定”。该结果客观反映了公司稳健的信用水平与良好的偿债能力,我们将以此为契机,持 续优化经营,维护",
NEG0330,deepseek_priority_review_top500,R116,,,S_Q_009,因工死亡人数,1700,人,89,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,"证据中的“1,700 余次”是应急演练次数，而非因工死亡人数，指标口径不符。","01 合规运营 02 高质发展 03 绿色运营 04 员工关爱 05 社会责任 安全应急管理 公司制定《生产安全事故应急预案》《应急管理工作实施办法》等制度,持续健全应急工作机制,建立综合应 急救援队伍,确保应急设备及物资储备合理足额、完好备用。针对井下煤仓,公司制定了《矿井煤仓安全管理 规定》,对煤仓日常管理、应急处置等环节做出详细要求,从源头防范煤仓火灾等事故的发生。公司定期组织 开展针对灾害性天气、火灾、井下水害事故等方面的应急实战演练,开展实操考核和业务素质测试,提升应急 管理能力。2025年,公司共组织各类应急演练1,700 余次,合计参演约3.5万人次。 济三煤矿灾害性天气事故应急演练 未来能源罐区消防演练",
NEG0331,deepseek_priority_review_top500,R116,,,S_Q_012,研发人员数量,1176,名,78,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,"证据中的“1,176 名”是股权激励对象人数，而非报告期末研发人员数量，指标口径不符。","01 合规运营 02 高质发展 03 绿色运营 04 员工关爱 05 社会责任 股权激励 公司深化薪酬分配制度改革,依据《上市公司股权 期内分年度进行业绩考核,以达到公司及个人业绩 激励管理办法》《国有控股上市公司（境内）实施 考核目标作为解除限售条件。公司规定了限制性股 股权激励试行办法》等推进股权激励计划,激励范 票激励的相关回购原则,规定当激励对象个人情况 围涵盖董事、中高层管理人员、核心骨干人员（包 发生变化时（包括但不限于个人职务变更、与公司 括核心技术人员、核心技能人员、核心业务人员） 解除或终止劳动关系、出现违法违纪行为、影响公 等各层级员工,其中部分核心技能人员来自生产一 司声誉、公司或个人业绩考核目标未达成等）,则 线技能工人。股权激励计划加大了对核心技术人员 激励对象当期限制性股票由公司回购注销。 的激励,充分调动了公司管理团队及核心骨干员工 1,176 截至报告期末,共有 名激励对象持有限制性股 的工作积极性,切实提升了公司的市场竞争能力与 2026 2 3 票。 年 月, 名激励对象绩效考核结果为“未 可持续发展能力。 15 满足公司需要”, 名",
NEG0332,deepseek_priority_review_top500,R116,,,S_Q_019,产品召回数量,38,件,39,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据明确说明“未发生产品退货或召回事件”，即召回数量为0，与候选值38件冲突。,"服务中的潜在短板,将客户诉求与异议化解在萌芽状态；通过售后回访、满意度问卷、行业展会等渠 道收集客户反馈,形成改进清单并传达至生产部门,推动产品质量进一步优化。2025年,公司开展客户 满意度测评,满意度得分95.65分。 客户投诉处理 公司制定《客户投诉处理管理办法》,建立健全客户投诉处理流程,明确资料收取及传递渠道、投诉成 立条件判定、现场核查、异议处理等步骤,确保投诉处理机制及时高效,投诉判定流程细致规范,异议 处理过程公正透明。2025年,公司未发生产品及服务相关的安全与质量重大责任事故,未发生产品退货 或召回事件。 客户信息保密 公司严格遵守《中华人民共和国个人信息保护法》,制定《保密工作管理办法》,要求各业务节点人员 严守客户信息,规范保密行为,保障客户商业信息与个人信息安全。客户服务人员均签订有《保密承诺 书》,承诺不得擅自对外提供客户档案、合同价格、谈判内容等信息。公司《档案管理办法》《文件材 料归档管理规定》要求,涉及客户信息的纸质版文件应定期按规存档,确保客户信息妥善保存。客户涉 密资料由专人管理,涉密资料的查阅须履行审批程序。2025年,公司未发生泄露客户隐私事件。 38 兖矿能源集团股份有限公司",
NEG0333,deepseek_priority_review_top500,R116,,,G_Q_002,独立董事人数,9,人,10,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据中未提供独立董事具体人数，“9”仅作为页眉或页码出现，无法支持候选值。,"责任体系 公司建立了稳健的ESG管理体系和治理架构,确保ESG各项重要议题纳入日常经营管理。 ESG责任体系架构 董事会 最高决策机构 监督ESG工作与表现 可持续发展委员会 治理层监督 制定并审查公司ESG愿景、目标和策略,监督 并评估公司ESG管理情况以及面临的风险与机 遇 董事会秘书处 管理层协调 处理可持续发展委员会日常工作 各职能部门和权属公司 执行层落实 落实ESG相关政策与目标 可持续发展委员会由3名董事组成,由1名具备ESG领域相关专业知识的独立董事担任主任,对公司开展ESG工 作进行监督和专业指导。公司定期邀请行业资深专家开展培训,涵盖ESG发展趋势、优秀实践和专业技能等方 面,确保公司董事会、管理层及相关人员的ESG知识水平和实践能力能够满足公司战略、制度执行与监督的 需求。 9 兖矿能源集团股份有限公司",
NEG0334,deepseek_priority_review_top500,R116,,,G_Q_002,独立董事人数,05,人,21,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据文本为公司治理制度体系描述，未出现独立董事人数具体数值，无法支持候选值,"03 绿色运营 04 员工关爱 05 社会责任 公司治理 公司遵循《中华人民共和国公司法》《中华人民共和国证券法》等法律法规及上市地监管要求,不断完善现代 化治理体系,持续提高公司治理能力。 治理体系 公司遵守上市地规则,健全机构设置、评价考核等治理体系建设,先后制定并执行以下企业管治文件,实现规 范运行。2025年,公司制定《市值管理制度》、修订《公司章程》《信息披露管理制度》《关联交易管理办 法》等共18项核心治理制度,进一步规范完善公司治理制度体系。 《公司章程》 《股东会议事规则》 《董事会议事规则》 《独立董事工作制度》 《信息披露管理制度》 《内幕信息知情人登记管理制度》 《关联交易管理办法》 《投资者关系管理工作制度》 《高级职员职业道德行为准则》 《市值管理制度》 《股东、董事、高管及相关内幕信息知情人所持本公司股份及变动管理制度》 公司密切关注证券市场法治化、规范化进程,不断加强法人治理建设。2025年,公司全面完成取消监事会改 革,由审计委员会承接监督职能,实现治理层级优化与决策效能双提升,确立了由股东会、董事会和经理层组 成的法人治理结构,形成权责法定、协调运转、有效制衡的治理机制。公司吸纳融汇全球六",
NEG0335,deepseek_priority_review_top500,R117,,,S_Q_009,因工死亡人数,0,人,52;102,text_rule,needs_review,0.0,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据文本为职业健康安全管理描述，未出现因工死亡人数具体数值，但报告其他部分可能存在数据,"2025年度环境、社会和公司治理报告 以人为本 责任同行 职业健康与安全战略 隐患排查 为保证安全生产方针和目标的实现,公司下属子公司制定《安全隐患排查整改管理制度》《隐患排查治理管理 潜在风险 标准》等程序文件,建立常态化监督检查机制,通过日常巡查、专项检查、季节性检查等多种方式,定期对生 风险 发生 影响 财务 描述 应对策略 产现场、设备设施及作业环境开展全面排查,及时识别潜在风险,并制定针对性整改措施,确保隐患及时整改 类型 可能性 周期 影响 清零,从源头预防和减少安全事故发生。报告期内,公司开展隐患排查工作,共识别隐患254项,隐患整改率 职 医疗费用 配置通风排毒设备,强制佩戴防护用 为100%。 业 员工在生产过程中长期接触有害化学品、 健 增加 具；建立完善的职业健康监护档案, 康 粉尘等有害物质,可能导致慢性中毒或引 低 短期 风 运营成本 对员工的健康状况进行长期跟踪,及 险 发职业病,损害员工身心健康。 增加 时发现和处理潜在的健康问题。 生产过程中使用的原材料、半成品可能具 生 有易燃易爆特性,一旦遇到火源、高温, 建立健全化学品管理制度,加强化学 产 安 极",
NEG0336,deepseek_priority_review_top500,R117,,,S_Q_018,数据泄露或信息安全事件数量,30,件,58;114,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据显示客户隐私泄露事件为0件、信息安全违规事件为0件，候选值30无依据且口径不符,"个 675 770 研发人员占员工总人数比例 % 16 15.15 拥有环境管理体系认证的供应商数目 个 607 625 研发团队按学历划分 拥有职业健康安全管理体系认证的供应商数目 个 53 8 62 3 硕士 人 5 10 因不合规被中止合作的供应商数目 个 16 15 本科 人 385 382 因不合规被否决的潜在供应商数目 个 9 6 本科以下 人 206 133 向当地供应商采购支出的比率 % 43.13 16.55 研发团队按年龄划分 信息安全与隐私保护 30岁以下（不包含30岁） 人 / 145 客户隐私泄露事件 件 0 0 30-40岁（包含30岁,不包含40岁） 人 / 205 信息安全违规事件 件 0 0 40-50岁（包含40岁,不包含50岁） 人 / 89 信息安全审计 次 / 9 50岁及以上 人 / 86 信息安全/客户隐私保护相关培训场次 次 2 8 知识产权 授权专利累计数 项 428 515 信息安全/客户隐私保护相关培训总课时 小时 8 12 授权发明专利累计数 项 48 76 参与信息安全/客户隐私保护相关培训的人数 人 42 1,389 授权实用新型专利累计数 项 297 357 员工",
NEG0337,deepseek_priority_review_top500,R117,,,S_Q_019,产品召回数量,55,件,29;56,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据中'55 56'为页码标识，非产品召回数量，文本未披露实际召回事件数量,"机、通风设备；定期检查货架承 塑料类包材 吨 11.64 安全隐患：重型物料堆放过高存在坍塌风 增加 重,规范堆码高度,重型物料采用底 其他类包材 吨 71.41 险,威胁仓库安全。 层存放+防滑固定措施。 物料消耗强度 吨/百万元营业收入 0.17 建立供应商质量审核机制,每年对核 注：数据涵盖长开厂集团、二一三集团。 质 供应商提供的物料可能存在质量缺陷,或 量 运营成本 心供应商进行质量管理体系审核；引 风 原材料环保指标不达标,引发产品故障、 低 短期 险 增加 入自动化检测设备,对关键物料进行 客户投诉及召回事件,损害品牌声誉。 全检。 55 56",
NEG0338,deepseek_priority_review_top500,R117,,,S_Q_019,产品召回数量,2501.5,次,40;61;62;84,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中2501.5为质量培训总时长（小时），非产品召回数量，指标口径不符,"次回路原理及检测技术”专项培训,重点覆盖电气 并每年提交第三方检测报告,关键原料需满足产品认证一致性等相关要求。同时,子公司建立多维度有毒有 控制接线概述、开关柜检验、常见问题处置等内容,提升检验人员问题排查能力,为产品检验质量筑 害检测机制,通过荧光光谱仪开展RoHS快速检测,并对总溴超标物料、Cr超标镀层件等重点风险项目进行专 牢基础。 项定量检测。此外,焊锡槽每季度进行铅浓度检测,金属件、涂料等物料增加重金属及挥发性有机物检测, 指标 基准单位 2025年 确保原料安全合规。 质量培训人次 人次 1,016 产品召回管理 质量培训总时长 小时 2,501.5 质量培训次数 次 44 为有效识别和控制不合格品,防止其非预期使用或交付,公司下属子公司制定《批次性质量问题清库作业指 导书》《不合格品控制程序》等制度文件,构建覆盖不合格品标识、记录、隔离、评审及处置的全流程管控 机制,通过规范各环节操作标准与责任分工,确保问题产品得到及时隔离与处置,切实保障产品质量与交付 精进客户服务 安全。 负责任营销 公司严格遵守《中华人民共和国广告法》《中华人民共和国反不正当竞争法》等法律法规,坚持公平公正的商 问题确认 方案审批 现场",
NEG0339,deepseek_priority_review_top500,R117,,,G_Q_009,反腐败培训人数或次数,9,场,19;36,text_rule,reject,0.95,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据仅提及开展廉洁培训，未提供培训人数或场次的具体数值，无法支持候选值“9场”。,"益的商业行为,对发生的违规 违纪问题严肃处理并依法追责。公司纪检部门、纪委办公室、风控审计部等有关部门在总经理的领导下协同防 反垄断与反不正当竞争 治商业贿赂风险,分别承担商业贿赂治理、专项审查调查、管理文件审查及方案风险评估等职能。报告期内, 公司未发生重大贿赂或贪污事件。 公司严格遵守《中华人民共和国反不正当竞争法》等法律法规,倡导和弘扬公平竞争文化,将公平竞争理念深 度融入业务环节,明确市场竞争行为准则与合规红线,并通过专题培训、海报横幅、宣传推文等多种形式要求 公司通过组织员工签订《反商业贿赂承诺书》、开展廉洁培训等方式,加强对重要岗位、重要环节人员廉洁从 全体员工恪守准则,共同维护规范透明、健康有序的市场秩序。 业的管理,同时与供应商签署《供货廉洁协议》,将廉洁要求贯穿于采购、合作等关键业务流程,并主动对供 应商履约情况开展监督管理,有效建立反商业贿赂、反腐败的长效机制。 【案例】公平竞争政策宣传周活动 【案例】反商业贿赂培训暨警示教育活动 2025年9月,公司围绕“统一大市场,公平竞未来”的主题开展公平竞争宣传活动,组织全体员工学 习修订后的《中华人民共和国反不正当竞争法》《网络反不正当竞争暂行规定》《公平竞争审",
NEG0340,deepseek_priority_review_top500,R117,,,G_Q_010,腐败或违规案件数量,13,次,19;36,text_rule,reject,0.99,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中“反商业贿赂及反贪污培训次数 次 13”对应培训次数，而非腐败或违规案件数量，指标口径不符。,"2025年度环境、社会和公司治理报告 规范治理 防控风险 指标 基准单位 2025年 股东权益保障 反商业贿赂及反贪污培训次数 次 13 公司遵循《关于进一步落实上市公司现金分红有关事项的通知》《上海证券交易所上市公司现金分红指引》等 参加反商业贿赂及反贪污培训的总人数 人 573 有关规定,制定《三年股东回报规划（2024-2026年）》,综合考量发展规划、经营状况和盈利能力,在确保 反商业贿赂及反贪污培训总时长 小时 1,400.5 优先现金分红的前提下,采用现金与股票相结合的形式分配股利,保证利润分配的连续性和稳定性,与投资者 反商业贿赂监督 共同分享公司发展红利。 为进一步提升反商业贿赂监督效能,下属子公司",
NEG0341,deepseek_priority_review_top500,R118,,,E_Q_006,综合能源消耗量,0.1142,吨标煤,14;26,text_rule,needs_review,0.85,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,证据中的“0.1142吨标煤/万元”是万元产值综合能耗强度指标，非企业综合能源消耗总量，口径不符，需复核总量数据。,"2025年环境、社会和公司治理（ESG）报告 公司主要用水渠道为各厂外购自来水。2025年,公司各厂积极开展水资源节约利用,通过工艺废水预处理系统,优化用水 管线结构,通过巡查减少跑冒滴漏等方式减少水资源浪费。 公司年度节能环保任务指标要求每年万元产值综合能耗不得超过0.1142吨标煤/万元、万元增加值综合能耗不得超过 0.5424吨标煤/万元。2025年,公司节能量同比提升184.6%,各直属企业节能环保方面共投入约2,625万元,持续 加大绿色发展保障力度。 案例 创新全盐量低温干燥工艺,实现废水淘金 2025年5月,胜利生物全盐量车间创新高盐废 水回收治理工艺,采用“釜蒸回收+真空低温 2025年 干燥”替代原滚筒干燥机组,干燥温度控制在 50℃-70℃,真空尾气经RCO催化燃烧处理, 排气量显著降低,并停运原干燥尾气洗涤塔、 风机等设施,减少废气排放约2",
NEG0342,deepseek_priority_review_top500,R118,,,E_Q_012,废弃物产生总量,9872.72,吨,16;30,text_rule,reject,0.99,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,"证据中“一般工业固体废物产生量 吨 9,872.72”是一般固废产生量，非包含危险废物的废弃物总量，指标口径不符。","转移全过程严格执行转移联单制度,确保内外部转移合法合规,并定期对处置单位进行回访,强化 中牧股份紧跟国家气候变化政策,积极应对全球气候挑战,主动把握低碳发展契机,通过完善组织、制度与考核体系,构 过程监管。通过上述措施,公司实现了危险废物从产生、贮存到处置的全流程可控,确保危废管理安全、规范、透明。 建全流程节能环保管理框架,推动资源效率提升与清洁能源应用,锚定温室气体减排目标,以技术创新与管理优化实现经 济效益与环境效益协同提升,稳步推进企业低碳转型,助力绿色发展与低碳社会建设。 指标 单位 2025年 一般工业固体废物产生量 吨 9,872.72 治理 一般工业固体废物处置量 吨 9,872.72 公司严格遵循《中华人民共和国大气污染防治法》《消耗臭氧层物质管理条例》（国务院令第573号）及《关于加强含氢 氯氟烃生产、销售和使用管理的通知》（环函〔2013〕179号）等法律法规要求,积极响应党中央、国务院《关于完整准 危险废物产生量 吨 3,353.26 确全面贯彻新发展理念做好碳达峰碳中和工作的意见》《2030年前碳达峰行动方案》等政策指引,制定《中牧实业股份有 限公司节能环保管理办法》,明确通过节能减碳和清洁替代,减",
NEG0343,deepseek_priority_review_top500,R118,,,S_Q_009,因工死亡人数,861,名,29;56,text_rule,reject,0.99,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中“861名”为接触职业危害因素的体检人数，非因工死亡人数，指标口径不符。,"业病防治工作的有序推进和管理措施的落地执行奠定坚实基础。 健康与安全 中牧股份以构建系统化、规范化、长效化的安全管理体系为核心抓手,全方位筑牢安全生产防线,实现安全生产管理的闭 检测认证常态化 环运行,切实保障员工生命健康、生产设备稳定及产品质量安全。 各单位均委托具备资质的专业检测机构,开展工作场所职业危害因素全面检测与评价,实现职工接触职业危害因素 的全覆盖监测。截至2025年,下属16家单位已全部通过职业健康安全管理体系认证,其中5家单位于当年完成体 治理 系认证复审,确保管理体系持续有效运行。 公司建立针对安全事故责任追究、隐患排查、应急救援、工伤认定和赔偿等内容的管理制度,包括《中牧实业股份有限公 司安全生产管理办法》《中牧实业股份有限公司安全生产事故隐患排查治理管理办法》《中牧实业股份有限公司安全生产 体检筛查全覆盖 事故综合应急预案》等制度,并不断完成现行受控管理制度修订、新增和废止工作,对管理制度进行法规符合性评价,并 各单位严格按照年度职业病体检计划,有序开展职工上岗前、在岗期间、离岗时“三阶段”职业健康检查。2025年, 及时完成发布工作,保障管理制度的合规性和有效性。 累计为861名接触职业危害因素的在",
NEG0344,deepseek_priority_review_top500,R118,,,S_Q_012,研发人员数量,39,人,21;40,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,"证据文本中未找到研发人员数量为39的信息，page 21,40的evidence内容不包含相关数据。","殖集团、 客户投诉管理情况 科研院所及知名高校专家学者参会。依托公司雄厚研发实力与博士专家团队,会议围绕前沿技术开展专题分享 与深度学术研讨。其间,公司同步走访当地畜牧生产企业及养殖集团,为当地畜牧从业人员提供专业技术培训 公司遵循《产品质量投诉应急处理及快速报送机制管理规范》,将投诉信息快速传递至生产研发、技术服务及对应工厂, 与现场实操指导,助力当地培育专业技术人才,推动畜牧业高质量发展,为促进当地就业、改善民生贡献了积 统筹开展产品自查、方案制定与工艺品质改进,预防同类问题。同时由营销人员协调,联动市场服务部技术人员、外聘专 极力量。 家现场处置,总部授权渠道服务商提升小额异议决策效率,理赔单据线上流转,高效解决投诉以稳固合作。 39 40",
NEG0345,deepseek_priority_review_top500,R118,,,S_Q_012,研发人员数量,37,人,22;42,text_rule,modify,1.0,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,证据文本明确提到“现有兼职研发人员37人”，但候选值为37、单位为“人”，且指标定义要求“报告期末研发人员数量”，证据中“兼职研发人员”口径可能与总量口径不一致，建议modify修正口径说明或needs_review；这里按数值匹配修改为报告原文值。,"甘 中牧股份坚持科技创新发展战略,着力构建并持续精进“大研发”协同创新体系,通过深耕研发项目管理、平台资质建设、 兰州厂 肃省研产融合科技攻关赋能计划项目》,聚焦重大动物疫病流行与变异毒株,开展新型疫苗紧急攻关 成果转化、知识产权保护、药物警戒及科技伦理等全链条治理要素,公司不断完善创新体制机制,提升精益治理水平,以 与产业化；品质提升项目按计划稳步推进,年内申报产品批准文号8个、专利2项。 高质量的科技供给切实践行社会责任,为行业的绿色转型与可持续发展注入强劲动能。 人才团队与创新文化：组建精英研发团队,现有兼职研发人员37人,其中硕士研究生占比17.95%, 中级及以上职称占比69.23%。 科技创新管理 协同创新体系构建：积极搭建“产学研用”一体化协同创新平台,深度联动业界科研院校及产业链上 下游生物科技企业,打通“技术研发-中试转化－产业化应用”通道,提升成果落地效率。 治理 成都厂 生产技术与资质突破：先后通过细胞悬浮培养病毒灭活疫苗生产线、细胞悬浮培养病毒亚单位疫苗生 产线的GMP动态验收,获兽药GMP生产许可证,为高端疫苗规模化生产提供支撑。 中牧股份强化顶层设计,构建了“自主创新与融合发展并重、自主能力建设与",
