"sample_id","stock_code","short_name","field_id","metric_name_cn","dimension","metric_type","candidate_status","value_candidate","unit_raw_candidate","unit_standardized_candidate","evidence_type_candidate","source_page","confidence_rule","precision_gate_status","rule_id","negative_category","severity","suggested_action","reason","evidence_context"
"R175","600299","安迪苏","G_Q_004","女性董事人数","G","quantitative","candidate_found","-9","名","人","native_table","58;1;2","0.96","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 85% 867 664 77% || 高层管理人员的性别分布情况* S1-9 S1-9_01 2023 2024 2025 占比 占比 数量 占比 12 高层管理团队（人数） 女性 9% 9% 1 8% 男性 91% 91% 11 92"
"R175","600299","安迪苏","G_Q_004","女性董事人数","G","quantitative","candidate_found","554","名","人","native_text","58;1;2","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","RI/安迪苏所属实体） S1 , 男性 75% 75% 2466 75% 女性 198 6% * 自2025年12月起,董事会成员中将新增一名女性董事。 男性 554 17% 2022 2023 2024 2025 **目 前,KPI的定义和计算已与《气候与相关转型相关财务披露条例》的要求保持一致。 新员工中女性的比例 31"
"R175","600299","安迪苏","G_Q_004","女性董事人数","G","quantitative","candidate_found","554","名","人","native_text","58;1;2","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 554 超过保守阈值 15，高概率为其他指标或 OCR 串列。","RI/安迪苏所属实体） S1 , 男性 75% 75% 2466 75% 女性 198 6% * 自2025年12月起,董事会成员中将新增一名女性董事。 男性 554 17% 2022 2023 2024 2025 **目 前,KPI的定义和计算已与《气候与相关转型相关财务披露条例》的要求保持一致。 新员工中女性的比例 31"
"R176","600301","华锡有色","S_Q_015","客户投诉数量","S","quantitative","candidate_found","0","次","次","native_table","61;118","0.96","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","header: 客户投诉数量 次 0 0 0 || 客户投诉解决数量 | 件 | 0 | 0 || 参与调查的客户数量 | 家 | 26 | 锡锭:8,锌锭:4 | 24 || 客户满意度 | %"
"R176","600301","华锡有色","S_Q_015","客户投诉数量","S","quantitative","candidate_found","0","件","件","native_table","61;118","0.76","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","header: 客户投诉数量 次 0 0 0 || 客户投诉解决数量 | 件 | 0 | 0 || 参与调查的客户数量 | 家 | 26 | 锡锭:8,锌锭:4 | 24 || 客户满意度 | %"
"R178","600305","恒顺醋业","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","52;105","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","目标类别 具体内容 1.较大及以上生产安全事故为零； 2.生产安全事故死亡人数为零、重伤人数为零,工伤事故发生率不高于3‰； 安全目标 3.事故隐患整改及时率100%； (cid:17342)(cid:18057)(cid:30423)(cid:26906) 4.安全生产费用依法依规提取和使用。 公司建立安全应急管理体系"
"R178","600305","恒顺醋业","G_Q_004","女性董事人数","G","quantitative","candidate_found","11.1","","人","native_table","58;117","0.885","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","4 | 4 || 公司治理 | 董事会召开次数 | 次 | 12 | 8 | 6 || table_2_row_17: 女性董事占比 | % | 22.2 | 11.1 | 11.1"
"R178","600305","恒顺醋业","G_Q_004","女性董事人数","G","quantitative","candidate_found","452842","名","人","native_text","58;117","0.725","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","3.3 33.3 因污染物排放受到的行政处罚金额 万元 0 0 0 审计委员会独董占比 % 60 60 60 工业废水总量 立方米 423431 445081 452842 提名委员会独董占比 % 60 60 60 废水排放总量 吨 423431 445081 452842 薪酬与考核委员会独董占比 % 60 60 60 化学需氧"
"R178","600305","恒顺醋业","G_Q_004","女性董事人数","G","quantitative","candidate_found","452842","名","人","native_text","58;117","0.725","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 452842 超过保守阈值 15，高概率为其他指标或 OCR 串列。","3.3 33.3 因污染物排放受到的行政处罚金额 万元 0 0 0 审计委员会独董占比 % 60 60 60 工业废水总量 立方米 423431 445081 452842 提名委员会独董占比 % 60 60 60 废水排放总量 吨 423431 445081 452842 薪酬与考核委员会独董占比 % 60 60 60 化学需氧"
"R179","600307","酒钢宏兴","S_Q_015","客户投诉数量","S","quantitative","candidate_found","10","件","件","native_text","34;63","0.3","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","能,助力公司转型战略落地。 制,推进新技术与新 报告期内,公司未发生客户隐私违法 综合满意度达9.33分 产品联合开发。 违规及危害客户健康安全的事件。 （满分10分）。 62 63"
"R182","600310","广西能源","S_Q_012","研发人员数量","S","quantitative","candidate_found","174","人","人","native_text","40;74","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","2000+ 组织内控风险合规专项培训（场） 6 (cid:31) 研发投入金额（万元） 2053.29 召开关键节点业绩说明会（场） 3 研发人员数量（人） 174 投资者说明会（场） 1 应用于主营业务的发明专利数量（个） 74 上证E互动平台回复投资者咨询（个） 76 发明专利申请数（个） 披露临时公告（份） 68 1"
"R182","600310","广西能源","S_Q_012","研发人员数量","S","quantitative","candidate_found","3","人","人","native_text","30;54","0.875","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","规范、分级验收等要求；同时建立科技创新信息、档案管理制度,制定奖励 惩罚制度。 推进人工智能应用,建设智慧型企业 研发议题 单位 研发绩效 电网领域 (cid:31) 研发投入金额 万元 2053.29 1.智能巡视系统实现全覆盖,涵盖全部110千伏及以上变电站、偏远35kV变电站； 2. 无人机巡检系统覆盖全部110千"
"R183","600312","平高电气","G_Q_002","独立董事人数","G","quantitative","candidate_found","60","","人","native_table","52;101","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","例 | % | 0 | 0 | 0 || 股票质押比例 | % | 0 | 0 | 0 || table_2_row_9: 薪酬委员会独立董事占比 | % | 60 | 60 | 60"
"R183","600312","平高电气","G_Q_002","独立董事人数","G","quantitative","candidate_found","60","","人","native_table","52;101","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 60 超过保守阈值 15，高概率为其他指标或 OCR 串列。","例 | % | 0 | 0 | 0 || 股票质押比例 | % | 0 | 0 | 0 || table_2_row_9: 薪酬委员会独立董事占比 | % | 60 | 60 | 60"
"R183","600312","平高电气","G_Q_002","独立董事人数","G","quantitative","candidate_found","23","人","人","native_text","8;13","0.3","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","5.88亿元 国内外优质核心供应商 万元产值温室气体排放总量 完成国家级鉴定 200余家 女性董事占比 独立董事占比 人均带薪年休假 0.0485吨标煤/万元 23项 11.11% 33.33% 11.21天 产品一次提检合格率 万元产值能耗 99.98 % 获得省部级及以上科技奖项 0.0119吨二氧化碳当量/万元 员工"
"R183","600312","平高电气","G_Q_002","独立董事人数","G","quantitative","candidate_found","23","人","人","native_text","8;13","0.3","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 23 超过保守阈值 15，高概率为其他指标或 OCR 串列。","5.88亿元 国内外优质核心供应商 万元产值温室气体排放总量 完成国家级鉴定 200余家 女性董事占比 独立董事占比 人均带薪年休假 0.0485吨标煤/万元 23项 11.11% 33.33% 11.21天 产品一次提检合格率 万元产值能耗 99.98 % 获得省部级及以上科技奖项 0.0119吨二氧化碳当量/万元 员工"
"R183","600312","平高电气","G_Q_004","女性董事人数","G","quantitative","candidate_found","11.11","","人","native_table","52;101","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 治理范畴 || 女性董事占比 | % | 11.11 | 11.11 | 11.11 || 高管持股比例 | % | 0 | 0 | 0 || 股票质押比例 | % | 0 | 0 | 0 || table_2_"
"R183","600312","平高电气","G_Q_004","女性董事人数","G","quantitative","candidate_found","23","人","人","native_text","8;13","0.3","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","5.88亿元 国内外优质核心供应商 万元产值温室气体排放总量 完成国家级鉴定 200余家 女性董事占比 独立董事占比 人均带薪年休假 0.0485吨标煤/万元 23项 11.11% 33.33% 11.21天 产品一次提检合格率 万元产值能耗 99.98 % 获得省部级及以上科技奖项 0.0119吨二氧化碳当量/万元 员工"
"R183","600312","平高电气","G_Q_004","女性董事人数","G","quantitative","candidate_found","23","人","人","native_text","8;13","0.3","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 23 超过保守阈值 15，高概率为其他指标或 OCR 串列。","5.88亿元 国内外优质核心供应商 万元产值温室气体排放总量 完成国家级鉴定 200余家 女性董事占比 独立董事占比 人均带薪年休假 0.0485吨标煤/万元 23项 11.11% 33.33% 11.21天 产品一次提检合格率 万元产值能耗 99.98 % 获得省部级及以上科技奖项 0.0119吨二氧化碳当量/万元 员工"
"R184","600313","农发种业","S_Q_012","研发人员数量","S","quantitative","candidate_found","191","人","人","native_text","50;98","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。"," 12,911 小麦品种 个 5 10 扣除贸易业务收入后研发投入占营业收入 % 4.74 5.43 比重 玉米品种 个 14 12 研发人员数量 人 184 191 水稻品种 个 10 8 研发人员占比 % 14 16 油菜品种 个 1 2 按教育程度划分： 人 大豆品种 个 2 2 博士研究生研发员工人数 人 4 4 花"
"R185","600315","上海家化","S_Q_012","研发人员数量","S","quantitative","candidate_found","111726","人","人","native_text","6;8","0.3","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","上海家化 2025 年可持续发展报告 社会 2025 年可持续发展成果 483项 158项 15篇 3个 亮点绩效 累计获得授权有效专利 累计参与制修订 发布外刊 完成化妆品新 标准达 原料的备案 公司治理 2.32亿元 29.14 % 6.56% 1.9分点百 63.17亿元 37.50% 研发投入 同比提升 研发人"
"R185","600315","上海家化","S_Q_012","研发人员数量","S","quantitative","candidate_found","6.56","人","人","native_text","20;36","0.3","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","者评测和洞察成果。 指标 单位 管理目标 2025年进展 达成情况 研发投入 亿元 2.32 强化基础研究与应 研发人员占总员工数比例 % 用研究,加强自主绿 6.56 按计划推进 色原料开发 1 获得授权有效专利 项 483 注1：该数据为截至2025年底上海家化及其子公司专利数量。 产品使用现场测评 35 36"
"R185","600315","上海家化","G_Q_002","独立董事人数","G","quantitative","candidate_found","111726","人","人","native_text","6;8","0.3","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","上海家化 2025 年可持续发展报告 社会 2025 年可持续发展成果 483项 158项 15篇 3个 亮点绩效 累计获得授权有效专利 累计参与制修订 发布外刊 完成化妆品新 标准达 原料的备案 公司治理 2.32亿元 29.14 % 6.56% 1.9分点百 63.17亿元 37.50% 研发投入 同比提升 研发人"
"R185","600315","上海家化","G_Q_002","独立董事人数","G","quantitative","candidate_found","111726","人","人","native_text","6;8","0.3","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 111726 超过保守阈值 15，高概率为其他指标或 OCR 串列。","上海家化 2025 年可持续发展报告 社会 2025 年可持续发展成果 483项 158项 15篇 3个 亮点绩效 累计获得授权有效专利 累计参与制修订 发布外刊 完成化妆品新 标准达 原料的备案 公司治理 2.32亿元 29.14 % 6.56% 1.9分点百 63.17亿元 37.50% 研发投入 同比提升 研发人"
"R185","600315","上海家化","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","3035","件","件","native_text","42;80","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 3035 超过保守阈值 100，高概率为其他指标或 OCR 串列。","上海家化 2025 年可持续发展报告 ESG 数据表及附注 公司治理绩效表 员工绩效表 指标 单位 2025年 2024年 2023年 指标 单位 2025年 2024年 2023年 【1】 【1】 反商业贿赂及反贪污培训覆盖的员工比例 % 100 100 100 员工总人数 人 3,173 4,311 4,824 【"
"R186","600316","洪都航空","S_Q_015","客户投诉数量","S","quantitative","candidate_found","50","件","件","native_text","43;70","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","805 采购及服务供应商 家 26.90 27.45 97 97.08 30 岁（含）以下员工占比 % 客户满意度 % 60.49 59.76 0 0 30-50 岁（含）员工占比 % 客户投诉事件 件 12.62 12.79 50 岁以上员工占比 % 社区公益 0.28 0.32 760 3000 高级管理层 % 志愿"
"R187","600320","振华重工","S_Q_009","因工死亡人数","S","quantitative","candidate_found","422","人","人","native_text","62;100","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 422 超过保守阈值 100，高概率为其他指标或 OCR 串列。","率 % 100 100 100 员工工伤事故次数 次 5 9 0 社会保险覆盖率 % 100 100 100 承包商死亡事故 次 1 1 0 员工培训总数 次 422 466 430 特种作业人员持证上岗率 % 100 100 100"
"R187","600320","振华重工","S_Q_009","因工死亡人数","S","quantitative","candidate_found","422","人","人","native_text","62;100","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","率 % 100 100 100 员工工伤事故次数 次 5 9 0 社会保险覆盖率 % 100 100 100 承包商死亡事故 次 1 1 0 员工培训总数 次 422 466 430 特种作业人员持证上岗率 % 100 100 100"
"R187","600320","振华重工","S_Q_012","研发人员数量","S","quantitative","candidate_found","1890","人","人","native_text","42","0.5","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","工智能决策、大数据监控等技术的应用可能引发伦理争议, 消极影响 中、长期 如若处理不当,可能侵蚀社会的价值观和法律基础。 研发人员总数 人 1649 1713 1890 ● 新技术的研发和应用过程中,存在技术瓶颈或失败风险,或者 市场风险 未能及时有效把握科技前沿方向,可能影响公司的资源配置,造 长期 营造创新生态 成研发投入"
"R187","600320","振华重工","G_Q_002","独立董事人数","G","quantitative","candidate_found","50","","人","native_table","21","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","经理（总裁） | 男 | 57 | 硕士 | 管理、财务 || 职工董事 | 男 | 53 | 硕士 || table_3_row_8: 独立董事 | 男 | 50 | 博士"
"R187","600320","振华重工","G_Q_002","独立董事人数","G","quantitative","candidate_found","50","","人","native_table","21","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 50 超过保守阈值 15，高概率为其他指标或 OCR 串列。","经理（总裁） | 男 | 57 | 硕士 | 管理、财务 || 职工董事 | 男 | 53 | 硕士 || table_3_row_8: 独立董事 | 男 | 50 | 博士"
"R187","600320","振华重工","G_Q_002","独立董事人数","G","quantitative","candidate_found","61","","人","native_table","21","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","| 男 | 57 | 硕士 | 管理、财务 || 职工董事 | 男 | 53 | 硕士 || table_3_row_9: 卞永明 | 独立董事 | 男 | 61 | 博士 | 工程、机械、研究"
"R187","600320","振华重工","G_Q_002","独立董事人数","G","quantitative","candidate_found","61","","人","native_table","21","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 61 超过保守阈值 15，高概率为其他指标或 OCR 串列。","| 男 | 57 | 硕士 | 管理、财务 || 职工董事 | 男 | 53 | 硕士 || table_3_row_9: 卞永明 | 独立董事 | 男 | 61 | 博士 | 工程、机械、研究"
"R189","600323","瀚蓝环境","S_Q_012","研发人员数量","S","quantitative","candidate_found","418","人","人","native_table","80;74","0.96","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","header: 关键绩效 | 2025年 || 研发人员数量（人） | 418 || 研发人员比例（%）＊1 | 3.84 || 研发投入金额（亿元） | 1.85 || table_1_row_2: 研发人员数量（人） | 418"
"R189","600323","瀚蓝环境","S_Q_012","研发人员数量","S","quantitative","candidate_found","3.84","人","人","native_table","80;74","0.96","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","header: 关键绩效 | 2025年 || 研发人员数量（人） | 418 || 研发人员比例（%）＊1 | 3.84 || 研发投入金额（亿元） | 1.85 || table_1_row_3: 研发人员比例（%）＊1 | 3.84"
"R189","600323","瀚蓝环境","S_Q_012","研发人员数量","S","quantitative","candidate_found","418","人","人","native_text","80;74","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","以系统化、集成化的科技创新管理, 支撑公司安全稳健运营与可持续发展,切实将技术能力转化为环境、社会与治理 综合价值。 关键绩效 2025年 研发人员数量（人） 418 研发人员比例（%）＊1 3.84 研发投入金额（亿元） 1.85 研发投入金额占主营业务收入比例（%）＊2 1.37 高新技术企业（家） 8 中国产学研合作创"
"R189","600323","瀚蓝环境","G_Q_002","独立董事人数","G","quantitative","candidate_found","3","人","人","native_text","120;114","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。",",拥有会计/财务、法律、工商管理等多领域专业能力,具备多年行业从业与 管理经验,专业素养扎实、行业阅历丰富。 董事会在治理架构中充分保障独立性,其中独立董事3名,占比达三分之一, 且独立董事在薪酬与考核委员会、审计委员会、提名委员会中均占多数并担任召 集人,同时公司严格实行董事长与总经理两职分离的治理机制,董事长和总"
"R189","600323","瀚蓝环境","G_Q_004","女性董事人数","G","quantitative","candidate_found","3","人","人","native_text","120;114","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。"," 历,拥有会计/财务、法律、工商管理等多领域专业能力,具备多年行业从业与 管理经验,专业素养扎实、行业阅历丰富。 董事会在治理架构中充分保障独立性,其中独立董事3名,占比达三分之一, 且独立董事在薪酬与考核委员会、审计委员会、提名委员会中均占多数并担任召 集人,同时公司严格实行董事长与总经理两职分离的治理机制,董事长和总"
"R190","600325","华发股份","S_Q_015","客户投诉数量","S","quantitative","candidate_found","4093","次","次","native_text","45;49","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","年可持续发展（ESG）报告 87 指标 单位 2023 2024 2025 指标 单位 2023 2024 2025 女性董事占比 % 21.43 21.43 0 温室气体排放总量（范围一和范围二） 吨二氧化碳当量 54,082.418 69,239.78 62,934.61 客户满意度 分 79 84 86 废水排放"
"R192","600327","大东方","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","14","0.3","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","障机制,2025 年共计投入安全生 产经费 90 余万元,专项用于设备维护、安防技术、物资增补、教育培训、安全 激励及社会保险,有效夯实了企业安全基础,提升了整体风险防控能"
"R193","600328","中盐化工","S_Q_005","人均培训时长","S","quantitative","candidate_found","18.1","小时","小时","native_text","40;78","0.93","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。"," 1 1 1 员工人均培训投入 万元 0.08 0.06 0.06 守法合规培训参与人次 人次 106 100 100 员工人均培训时长 小时 17.1 18 18.1 反贪污反腐败举报事件数 件 0 0 0 员工培训覆盖率 % 100 100 100 董事接受反贪污反腐败培训的 人 7 7 9 人数 安全生产投入 万元 7,"
"R193","600328","中盐化工","S_Q_009","因工死亡人数","S","quantitative","candidate_found","26327","人","人","native_text","33;64","0.3","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 26327 超过保守阈值 100，高概率为其他指标或 OCR 串列。","中盐内蒙古化工股份有限公司2025年ESG报告 共绘美好,建和谐社会 强化应急能力 培育安全文化 公司持续强化应急管理体系和能力建设,成立以总经理为总指挥,副总经理（分 公司深入推进安全文化建设,常态化开展安全宣传教育活动,并精心组织“安 管安全）为副总指挥,各部门、生产厂主要负责人为成员的应急管理工作领导 全生产月”"
"R193","600328","中盐化工","S_Q_012","研发人员数量","S","quantitative","candidate_found","975","","人","native_text","18;34","0.875","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","中盐内蒙古化工股份有限公司2025年ESG报告 品质经营,铸卓越品牌 2025年 截至2025年底 保护知识产权 2.45 2.16 975 持续完善知识产权合规管理体系,建立从知识产权创造、运用、保护到管 研发投入 亿元,占营业收入 % 研发人员数量 人 理的全链条工作机制,并常态化开展知识产权培"
"R193","600328","中盐化工","S_Q_012","研发人员数量","S","quantitative","candidate_found","975","人","人","native_text","40;78","0.875","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","2 研发投入 万元 35,462.44 33,613.05 24,480.72 员工流失率 % 3.89 4.41 2.44 研发人员数量 人 748 725 975 员工满意度 % 100 100 100 新增专利数（申请） 件 69 63 73 人均带薪休假天数 天 10 10 10 新增专利数（授权） 件 90 40 "
"R194","600329","达仁堂","S_Q_009","因工死亡人数","S","quantitative","candidate_found","2","人","人","native_text","59;114","0.525","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","职业健康与安全 单位 ����年 ����年 因工亡故人数 人 � � 一般以上生产安全事故 次 � � 报告附录2 职业病发生人数 人次 � � 术语表 职业病发生比率 % � � 员工培训 单位 ����年 ����年 本报告中对所使用的部分主体名称进行了缩写,具体如下："
"R195","600331","宏达股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","55;106","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","以“职业健康管理合格, 档案建设规范”进行职业健康管理,以“无重伤及以上生产安全事故；无较大火灾、爆炸、设备、交通、 中毒等事故”推进安全生产。2025 年,公司围绕事故事件、隐患治理、培训演练与健康监护等关键指 标开展统计与复盘,推动持续改进。 灭火和应急疏散专项应急预案实战演练 应急救援知识和技能培训 "
"R195","600331","宏达股份","S_Q_012","研发人员数量","S","quantitative","candidate_found","103","人","人","native_text","58;112","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。"," 19.90 研发投入总额 万元 1,493 员工流失率 % 1.89 研发投入占营业收入比例 % 0.39 员工社保缴纳覆盖率 % 100 研发人员数量 人 103 培训总场次 场 468 研发人员占总员工人数比例 % 4.2 培训总人数 人 2,406 年度新增授权专利 项 1 培训总时长 小时 230,404 累计拥有"
"R195","600331","宏达股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","60","","人","native_table","39;74","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","53 | 男 | 副董事长 | 本科 | √ || 黄建军 | 62 | 男 | 董事、总经理 | 硕士 | √ || table_1_row_8: 李军 | 60 | 男 | 独立董事 | 博士 | √"
"R195","600331","宏达股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","60","","人","native_table","39;74","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 60 超过保守阈值 15，高概率为其他指标或 OCR 串列。","53 | 男 | 副董事长 | 本科 | √ || 黄建军 | 62 | 男 | 董事、总经理 | 硕士 | √ || table_1_row_8: 李军 | 60 | 男 | 独立董事 | 博士 | √"
