field_id,dimension,subtopic_cn,metric_name_cn,metric_name_en,metric_type,value_type,definition,unit_normalized,units_accepted_raw,valid_range,aliases_cn,aliases_en,expected_evidence_type,materiality_default,standard_anchor,rating_logic_reference,extraction_priority,status_values,annotation_note,extractor_version,schema_version,rating_polarity,scoring_role,materiality_weight_default,applicability_rule,disclosure_gap_policy,scope_priority,evidence_priority,review_risk_level,normalization_hint,indicator_layer,primary_indicator_id,rating_role,applicable_industries,materiality_model,alternative_status_policy,scoring_denominator_policy,extraction_group,financial_rating_reference,v03_change_note
G_Q_008,G,投资者关系,投资者沟通活动次数,Investor communication events,quantitative,integer,业绩说明会、投资者调研、路演、互动平台回复等活动次数。,event,次;场;条,>=0,投资者沟通;业绩说明会;投资者调研;路演,investor communication;investor relations events,native_table;text,中,上交所/深交所可持续发展报告指引,反映信息披露和投资者关系管理。,P1,disclosed;not_disclosed;not_found;not_applicable,不同活动类型可分拆记录。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_T_009,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:G_T_009; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_009,G,商业道德,反腐败培训人数或次数,Anti-corruption training count,quantitative,integer,反腐败、廉洁从业、商业道德培训的人数或次数。,person-time,人次;人;次;场,>=0,反腐败培训;廉洁培训;商业道德培训,anti-corruption training;business ethics training,native_table;text,高,GRI 205;HKEX ESG Guide B7,商业道德管理执行指标。,P0,disclosed;not_disclosed;not_found;not_applicable,人、次、场需保留原单位。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,3,通常适用于全部上市公司。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_T_005,performance,全行业；按行业实质性调整权重,cross_industry_core,"alternative_to:G_T_005; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_010,G,商业道德,腐败或违规案件数量,Corruption/compliance cases,quantitative,integer,报告期内腐败、贿赂、重大合规违规或诉讼案件数量。,case,件;起;宗;次,>=0,腐败案件;贪污诉讼;违规案件;商业贿赂,corruption cases;bribery cases;compliance incidents,native_table;text,高,GRI 205;HKEX ESG Guide B7,负面事件对治理评分影响较大。,P0,disclosed;not_disclosed;not_found;not_applicable,明确披露无相关案件时记录0。,indicator_schema_v0.1,v0.3,lower_is_better,risk_event,3,通常适用于全部上市公司。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,年度腐败/贪污/商业贿赂诉讼案件数量 > 违法违规案件数量 > 制度描述,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,high,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_001,G,ESG治理,ESG治理架构,ESG governance structure,qualitative,text_span,董事会、管理层、专门委员会或工作小组在 ESG 中的职责分工。,,,,ESG治理架构;可持续发展治理;ESG管理架构,ESG governance;sustainability governance,native_text,高,上交所/深交所可持续发展报告指引;IFRS S1;GRI 2,披露治理质量的核心维度。,P0,disclosed;not_disclosed;not_found;not_applicable,应包含组织层级或职责，而非单句重视ESG。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_002,G,ESG治理,董事会ESG监督,Board oversight of ESG,qualitative,text_span,董事会对 ESG、气候、可持续发展事项的监督职责。,,,,董事会监督ESG;董事会审议ESG;董事会可持续发展职责,board oversight;board ESG responsibility,native_text,高,IFRS S1;IFRS S2;TCFD,董事会监督是气候和可持续披露关键项。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留董事会审议频次、职责或决策机制。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_003,G,风险管理,全面风险管理体系,Risk management system,qualitative,text_span,风险识别、评估、应对和监控体系。,,,,风险管理体系;全面风险管理;风险识别;风险控制,risk management system;enterprise risk management,native_text,高,IFRS S1;公司治理披露;GRI 2,评估治理韧性和风险控制能力。,P0,disclosed;not_disclosed;not_found;not_applicable,如包含ESG风险纳入ERM，应优先记录。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_004,G,合规内控,内控与合规管理,Internal control and compliance management,qualitative,text_span,内部控制、合规管理、审计监督和制度建设。,,,,内部控制;合规管理;内控体系;审计监督,internal control;compliance management,native_text,高,公司治理披露;上交所/深交所可持续发展报告指引,治理基础能力指标。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留制度、流程、责任部门。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_005,G,商业道德,商业道德与反腐机制,Business ethics and anti-corruption mechanism,qualitative,text_span,反贪污、反贿赂、廉洁从业、利益冲突管理等机制。,,,,反腐败;反贪污;反贿赂;商业道德;廉洁从业,anti-corruption;anti-bribery;business ethics,native_text,高,GRI 205;HKEX ESG Guide B7,商业道德是通用治理重点。,P0,disclosed;not_disclosed;not_found;not_applicable,需包含制度、培训、监督、举报或处罚机制。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_006,G,商业道德,举报与申诉渠道,Whistleblowing channel,qualitative,text_span,员工、供应商或利益相关方举报违规、腐败、舞弊的渠道和保护机制。,,,,举报渠道; whistleblowing;申诉渠道;举报人保护,whistleblowing channel;grievance mechanism,native_text,高,GRI 2;GRI 205;HKEX ESG Guide B7,反腐机制有效性的支撑项。,P1,disclosed;not_disclosed;not_found;not_applicable,优先保留渠道、受理部门和保护措施。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_007,G,公平竞争,公平竞争与反垄断,Fair competition and anti-monopoly,qualitative,text_span,公平竞争、反垄断、反不正当竞争相关制度和培训。,,,,公平竞争;反垄断;反不正当竞争;竞争合规,fair competition;anti-monopoly;competition compliance,native_text,中,上交所/深交所可持续发展报告指引,治理合规增强项。,P1,disclosed;not_disclosed;not_found;not_applicable,若仅作为法律合规泛述，置信度应较低。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_008,G,披露质量,第三方鉴证或外部审验,External assurance,qualitative,text_span,ESG报告是否经过第三方鉴证、审验或保证。,,,,第三方鉴证;外部审验;独立鉴证;保证报告,external assurance;third-party assurance,native_text,中,GRI;ISSB disclosure quality;HKEX ESG Guide,披露可信度和可核验性增强项。,P1,disclosed;not_disclosed;not_found;not_applicable,记录鉴证机构、范围和保证等级。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,disclosure_quality,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_009,G,信息披露,重大性议题识别过程,Materiality assessment process,qualitative,text_span,识别和确定重大 ESG 议题的过程、矩阵或利益相关方参与。,,,,重大性议题;实质性议题;重要性评估;议题矩阵,materiality assessment;material topics,native_text,高,GRI 3;上交所/深交所可持续发展报告指引,决定后续行业权重和披露重点。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留议题识别方法和矩阵结果。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,通常适用于全部上市公司。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,disclosure_quality,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_T_010,G,数据治理,数据治理与网络安全治理,Data governance and cybersecurity governance,qualitative,text_span,数据治理、网络安全治理、信息安全组织职责和制度。,,,,数据治理;网络安全治理;信息安全治理;数据合规,data governance;cybersecurity governance,native_text,行业相关,上交所/深交所可持续发展报告指引;GRI 418,数字化和数据密集行业重要。,P1,disclosed;not_disclosed;not_found;not_applicable,若面向客户隐私保护，可同时链接S_T_006。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,industry_specific,,management,数据密集、平台、金融、通信、互联网行业优先,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
